goalid,teamid,period,goaltime,scorer,assist1,assist2,gameid,goaldate,seconds
2023102410:35MON6,MON,3RD,1900-01-01 10:35:00,Mike Matheson,Cole Caufield,None,20231024NJ@MON,2023-10-24,3035
2023102411:20BUF2,BUF,1ST,1900-01-01 11:20:00,Zemgus Girgensons,Connor Clifton,Kyle Okposo,20231024BUF@OTT,2023-10-24,680
2023102412:06LV4,LV,3RD,1900-01-01 12:06:00,Paul Cotter,William Karlsson,Kaedan Korczak,20231024PHI@LV,2023-10-24,3126
2023102412:34LA4,LA,1ST,1900-01-01 12:34:00,Trevor Moore,Phillip Danault,Mikey Anderson,20231024ARI@LA,2023-10-24,754
2023102412:52COL3,COL,1ST,1900-01-01 12:52:00,Cale Makar,Mikko Rantanen,Devon Toews,20231024COL@NYI,2023-10-24,772
2023102412:53TOR1,TOR,1ST,1900-01-01 12:53:00,Morgan Rielly,Timothy Liljegren,Max Domi,20231024TOR@WAS,2023-10-24,773
2023102412:55EDM9,EDM,3RD,1900-01-01 12:55:00,Evander Kane,Evan Bouchard,Leon Draisaitl,20231024EDM@MIN,2023-10-24,3175
2023102413:07PHI2,PHI,1ST,1900-01-01 13:07:00,Noah  Cates,Joel Farabee,Travis Sanheim,20231024PHI@LV,2023-10-24,787
2023102413:14OTT4,OTT,2ND,1900-01-01 13:14:00,Jakob Chychrun,Travis Hamonic,Vladimir Tarasenko,20231024BUF@OTT,2023-10-24,1994
2023102413:24NJ2,NJ,1ST,1900-01-01 13:24:00,Alexander Holtz,Timo Meier,Dougie Hamilton,20231024NJ@MON,2023-10-24,804
2023102413:51DAL5,DAL,3RD,1900-01-01 13:51:00,Wyatt Johnston,Jamie Benn,None,20231024DAL@PIT,2023-10-24,3231
2023102414:09NYR3,NYR,2ND,1900-01-01 14:09:00,Chris Kreider,Artemi Panarin,Adam Fox,20231024NYR@CGY,2023-10-24,2049
2023102415:07TOR4,TOR,2ND,1900-01-01 15:07:00,Auston Matthews,Mitchell Marner,John Klingberg,20231024TOR@WAS,2023-10-24,2107
2023102415:23FLA3,FLA,2ND,1900-01-01 15:23:00,Sam Reinhart,Oliver Ekman-Larsson,Evan Rodrigues,20231024SJ@FLA,2023-10-24,2123
2023102415:35OTT7,OTT,3RD,1900-01-01 15:35:00,Vladimir Tarasenko,Thomas Chabot,Mathieu Joseph,20231024BUF@OTT,2023-10-24,3335
2023102415:38NSH2,NSH,1ST,1900-01-01 15:38:00,Colton Sissons,None,None,20231024VAN@NSH,2023-10-24,938
2023102415:49ANA2,ANA,2ND,1900-01-01 15:49:00,Ryan Strome,Pavel Mintyukov,Mason McTavish,20231024ANA@CLB,2023-10-24,2149
2023102415:50MIN10,MIN,3RD,1900-01-01 15:50:00,Ryan Hartman,Jacob Middleton,Kirill Kaprizov,20231024EDM@MIN,2023-10-24,3350
2023102416:03DAL3,DAL,2ND,1900-01-01 16:03:00,Evgenii Dadonov,Matt Duchene,Thomas Harley,20231024DAL@PIT,2023-10-24,2163
2023102416:13ANA4,ANA,3RD,1900-01-01 16:13:00,Brett Leason,Ross Johnston,None,20231024ANA@CLB,2023-10-24,3373
2023102416:37MIN11,MIN,3RD,1900-01-01 16:37:00,Marcus Foligno,Joel Eriksson Ek,None,20231024EDM@MIN,2023-10-24,3397
2023102416:37STL5,STL,3RD,1900-01-01 16:37:00,Robert Thomas,Pavel Buchnevich,None,20231024STL@WPG,2023-10-24,3397
2023102416:49CLB1,CLB,1ST,1900-01-01 16:49:00,Emil Bemstrom,Ivan Provorov,Adam Fantilli,20231024ANA@CLB,2023-10-24,1009
2023102416:53NYR4,NYR,2ND,1900-01-01 16:53:00,Erik Gustafsson,None,None,20231024NYR@CGY,2023-10-24,2213
2023102417:04TB3,TB,3RD,1900-01-01 17:04:00,Nick Paul,Brandon Hagel,Mikhail Sergachev,20231024CAR@TB,2023-10-24,3424
2023102417:08BUF5,BUF,2ND,1900-01-01 17:08:00,Alex Tuch,Rasmus Dahlin,Tage Thompson,20231024BUF@OTT,2023-10-24,2228
2023102417:19PHI3,PHI,1ST,1900-01-01 17:19:00,Cam Atkinson,Owen Tippett,Cam York,20231024PHI@LV,2023-10-24,1039
2023102417:28ARI7,ARI,2ND,1900-01-01 17:28:00,Clayton Keller,Logan Cooley,Nick Schmaltz,20231024ARI@LA,2023-10-24,2248
2023102417:51TB2,TB,2ND,1900-01-01 17:51:00,Alex Barre-Boulet,Darren Raddysh,Brayden Point,20231024CAR@TB,2023-10-24,2271
2023102417:54SEA3,SEA,2ND,1900-01-01 17:54:00,Jaden Schwartz,Alex Wennberg,Oliver Bjorkstrand,20231024SEA@DET,2023-10-24,2274
2023102418:22NJ3,NJ,2ND,1900-01-01 18:22:00,Tyler Toffoli,Jack Hughes,None,20231024NJ@MON,2023-10-24,2302
2023102418:25STL3,STL,2ND,1900-01-01 18:25:00,Pavel Buchnevich,Brayden Schenn,Jordan Kyrou,20231024STL@WPG,2023-10-24,2305
2023102418:27EDM3,EDM,1ST,1900-01-01 18:27:00,Warren Foegele,Evan Bouchard,Mattias Ekholm,20231024EDM@MIN,2023-10-24,1107
2023102418:38OTT8,OTT,3RD,1900-01-01 18:38:00,Josh Norris,Drake Batherson,Tim Stutzle,20231024BUF@OTT,2023-10-24,3518
2023102418:38SEA8,SEA,3RD,1900-01-01 18:38:00,Jared McCann,Matty Beniers,Jordan Eberle,20231024SEA@DET,2023-10-24,3518
2023102418:48BUF6,BUF,2ND,1900-01-01 18:48:00,Tage Thompson,Owen Power,Henri Jokiharju,20231024BUF@OTT,2023-10-24,2328
2023102418:50WPG6,WPG,3RD,1900-01-01 18:50:00,Morgan Barron,Mark Scheifele,Neal Pionk,20231024STL@WPG,2023-10-24,3530
2023102418:58OTT9,OTT,3RD,1900-01-01 18:58:00,Mathieu Joseph,Ridly Greig,Jake Sanderson,20231024BUF@OTT,2023-10-24,3538
2023102419:00COL10,COL,3RD,1900-01-01 19:00:00,Ryan Johansen,Mikko Rantanen,None,20231024COL@NYI,2023-10-24,3540
2023102419:01MIN4,MIN,1ST,1900-01-01 19:01:00,Ryan Hartman,Jacob Middleton,Calen Addison,20231024EDM@MIN,2023-10-24,1141
2023102419:04SEA4,SEA,2ND,1900-01-01 19:04:00,Tye Kartye,Brian Dumoulin,None,20231024SEA@DET,2023-10-24,2344
2023102419:06TB1,TB,1ST,1900-01-01 19:06:00,Brayden Point,Victor Hedman,Nikita Kucherov,20231024CAR@TB,2023-10-24,1146
2023102419:18COL6,COL,2ND,1900-01-01 19:18:00,Bowen Byram,Valeri Nichushkin,Cale Makar,20231024COL@NYI,2023-10-24,2358
2023102419:22PIT1,PIT,1ST,1900-01-01 19:22:00,Bryan Rust,Jake Guentzel,Sidney Crosby,20231024DAL@PIT,2023-10-24,1162
2023102419:23LA9,LA,3RD,1900-01-01 19:23:00,Adrian Kempe,Quinton Byfield,Anze Kopitar,20231024ARI@LA,2023-10-24,3563
2023102419:27LV5,LV,3RD,1900-01-01 19:27:00,Shea Theodore,Jack Eichel,Brayden McNabb,20231024PHI@LV,2023-10-24,3567
2023102419:29COL11,COL,3RD,1900-01-01 19:29:00,Ross Colton,None,None,20231024COL@NYI,2023-10-24,3569
2023102419:31COL7,COL,2ND,1900-01-01 19:31:00,Nathan MacKinnon,Valeri Nichushkin,None,20231024COL@NYI,2023-10-24,2371
2023102419:34NJ7,NJ,3RD,1900-01-01 19:34:00,Tyler Toffoli,Jack Hughes,None,20231024NJ@MON,2023-10-24,3574
2023102419:37BUF10,BUF,3RD,1900-01-01 19:37:00,Tage Thompson,None,None,20231024BUF@OTT,2023-10-24,3577
2023102419:49WAS5,WAS,2ND,1900-01-01 19:49:00,Alex Ovechkin,John Carlson,Tom Wilson,20231024TOR@WAS,2023-10-24,2389
2023102419:58FLA4,FLA,3RD,1900-01-01 19:58:00,Kevin Stenlund,Matthew Tkachuk,Anton Lundell,20231024SJ@FLA,2023-10-24,3598
2023102422.0VAN3,VAN,2ND,1900-01-01 00:22:00,Phillip Di Giuseppe,Brock Boeser,None,20231024VAN@NSH,2023-10-24,1222
2023102432.0EDM5,EDM,2ND,1900-01-01 00:32:00,Warren Foegele,Darnell Nurse,Zach Hyman,20231024EDM@MIN,2023-10-24,1232
2023102434.0NJ4,NJ,3RD,1900-01-01 00:34:00,Nico Hischier,Jack Hughes,Jesper Bratt,20231024NJ@MON,2023-10-24,2434
2023102438.0MIN6,MIN,3RD,1900-01-01 00:38:00,Ryan Hartman,Mats Zuccarello,Kirill Kaprizov,20231024EDM@MIN,2023-10-24,2438
2023102454.0EDM1,EDM,1ST,1900-01-01 00:54:00,Evan Bouchard,Evander Kane,Leon Draisaitl,20231024EDM@MIN,2023-10-24,54
2023102502:09WAS9,WAS,3RD,1900-01-01 02:09:00,Connor McMichael,Anthony Mantha,Nicklas Backstrom,20231025WAS@NJ,2023-10-25,2529
2023102504:31NJ4,NJ,2ND,1900-01-01 04:31:00,Tyler Toffoli,Timo Meier,Jack Hughes,20231025WAS@NJ,2023-10-25,1471
2023102505:19NJ5,NJ,2ND,1900-01-01 05:19:00,Timo Meier,Jack Hughes,Tyler Toffoli,20231025WAS@NJ,2023-10-25,1519
2023102506:37WAS1,WAS,1ST,1900-01-01 06:37:00,Anthony Mantha,Alexei Protas,None,20231025WAS@NJ,2023-10-25,397
2023102506:42NJ6,NJ,2ND,1900-01-01 06:42:00,Nico Hischier,Jesper Bratt,John Marino,20231025WAS@NJ,2023-10-25,1602
2023102510:01NJ7,NJ,2ND,1900-01-01 10:01:00,Tyler Toffoli,Luke Hughes,Jack Hughes,20231025WAS@NJ,2023-10-25,1801
2023102515:52WAS2,WAS,1ST,1900-01-01 15:52:00,Dylan Strome,Alex Ovechkin,Tom Wilson,20231025WAS@NJ,2023-10-25,952
2023102517:28WAS3,WAS,1ST,1900-01-01 17:28:00,Sonny Milano,T.J. Oshie,Evgeny Kuznetsov,20231025WAS@NJ,2023-10-25,1048
2023102518.0WAS8,WAS,3RD,1900-01-01 00:18:00,Dylan Strome,Evgeny Kuznetsov,John Carlson,20231025WAS@NJ,2023-10-25,2418
2023102518:25WAS10,WAS,3RD,1900-01-01 18:25:00,Alex Ovechkin,None,None,20231025WAS@NJ,2023-10-25,3505
2023102601:41BOS2,BOS,2ND,1900-01-01 01:41:00,Charlie Coyle,David Pastrnak,Charlie McAvoy,20231026ANA@BOS,2023-10-26,1301
2023102601:41TB1,TB,1ST,1900-01-01 01:41:00,Brayden Point,Mikhail Sergachev,Nicklaus Perbix,202310266SJ@TB,2023-10-26,101
2023102602:08ANA7,ANA,OVE,1900-01-01 02:08:00,Mason McTavish,Leo Carlsson,Jackson LaCombe,20231026ANA@BOS,2023-10-26,3728
2023102602:41NYI1,NYI,1ST,1900-01-01 02:41:00,Bo Horvat,Kyle Palmieri,Noah Dobson,20231026OTT@NYI,2023-10-26,161
2023102602:46CLB1,CLB,1ST,1900-01-01 02:46:00,Jack Roslovic,Johnny Gaudreau,Zach Werenski,20231026CLB@MON,2023-10-26,166
2023102603:01BOS3,BOS,2ND,1900-01-01 03:01:00,Matt Grzelcyk,Charlie McAvoy,Matthew Poitras,20231026ANA@BOS,2023-10-26,1381
2023102603:05MIN4,MIN,3RD,1900-01-01 03:05:00,Dakota Mermis,Pat Maroon,Jon Merrill,20231026MIN@PHI,2023-10-26,2585
2023102603:18DET3,DET,2ND,1900-01-01 03:18:00,Lucas Raymond,Dylan Larkin,Moritz Seider,20231026WPG@DET,2023-10-26,1398
2023102603:32NYR1,NYR,2ND,1900-01-01 03:32:00,Adam Fox,Vincent Trocheck,Artemi Panarin,20231026NYR@EDM,2023-10-26,1412
2023102604:01TB4,TB,2ND,1900-01-01 04:01:00,Brandon Hagel,Alex Barre-Boulet,Victor Hedman,202310266SJ@TB,2023-10-26,1441
2023102604:17MON7,MON,OVE,1900-01-01 04:17:00,Cole Caufield,Nick Suzuki,Jordan Harris,20231026CLB@MON,2023-10-26,3857
2023102604:30MIN5,MIN,3RD,1900-01-01 04:30:00,Marcus Foligno,Marcus Johansson,Marco Rossi,20231026MIN@PHI,2023-10-26,2670
2023102604:40PIT1,PIT,1ST,1900-01-01 04:40:00,Reilly Smith,None,None,20231026COL@PIT,2023-10-26,280
2023102604:50CAR5,CAR,OVE,1900-01-01 04:50:00,Martin Necas,Tony DeAngelo,Sebastian Aho,20231026SEA@CAR,2023-10-26,3890
2023102605:08TOR4,TOR,3RD,1900-01-01 05:08:00,Tyler Bertuzzi,Morgan Rielly,Matthew Knies,20231026TOR@DAL,2023-10-26,2708
2023102605:44TB6,TB,3RD,1900-01-01 05:44:00,Luke Glendening,Conor Sheary,Darren Raddysh,202310266SJ@TB,2023-10-26,2744
2023102606:00PIT3,PIT,2ND,1900-01-01 06:00:00,Lars Eller,Radim Zohorna,None,20231026COL@PIT,2023-10-26,1560
2023102606:03TB2,TB,1ST,1900-01-01 06:03:00,Mikey Eyssimont,Calvin de Haan,Nicklaus Perbix,202310266SJ@TB,2023-10-26,363
2023102606:34PHI6,PHI,3RD,1900-01-01 06:34:00,Owen Tippett,Cam Atkinson,None,20231026MIN@PHI,2023-10-26,2794
2023102606:45NYI5,NYI,3RD,1900-01-01 06:45:00,Noah Dobson,Mathew Barzal,Bo Horvat,20231026OTT@NYI,2023-10-26,2805
2023102606:52OTT3,OTT,2ND,1900-01-01 06:52:00,Claude Giroux,Tim Stutzle,Josh Norris,20231026OTT@NYI,2023-10-26,1612
2023102607:28PHI2,PHI,2ND,1900-01-01 07:28:00,Sean Couturier,Cam Atkinson,Travis Sanheim,20231026MIN@PHI,2023-10-26,1648
2023102607:29TB5,TB,2ND,1900-01-01 07:29:00,Nick Paul,Steven Stamkos,Victor Hedman,202310266SJ@TB,2023-10-26,1649
2023102607:48MON6,MON,3RD,1900-01-01 07:48:00,Sean Monahan,Cole Caufield,Mike Matheson,20231026CLB@MON,2023-10-26,2868
2023102609:49TOR1,TOR,1ST,1900-01-01 09:49:00,Morgan Rielly,William Nylander,None,20231026TOR@DAL,2023-10-26,589
2023102609:52PHI3,PHI,2ND,1900-01-01 09:52:00,Bobby Brink,Sean Couturier,Cam Atkinson,20231026MIN@PHI,2023-10-26,1792
2023102610:26WPG4,WPG,3RD,1900-01-01 10:26:00,Mason Appleton,Adam Lowry,Nino Niederreiter,20231026WPG@DET,2023-10-26,3026
2023102610:35PIT4,PIT,3RD,1900-01-01 10:35:00,Sidney Crosby,Jake Guentzel,None,20231026COL@PIT,2023-10-26,3035
2023102611:02PHI7,PHI,3RD,1900-01-01 11:02:00,Bobby Brink,Joel Farabee,Travis Sanheim,20231026MIN@PHI,2023-10-26,3062
2023102611:17DAL2,DAL,2ND,1900-01-01 11:17:00,Mason Marchment,Matt Duchene,Ryan Suter,20231026TOR@DAL,2023-10-26,1877
2023102611:23STL1,STL,1ST,1900-01-01 11:23:00,Kasperi Kapanen,Oskar Sundqvist,None,20231026STL@CGY,2023-10-26,683
2023102611:24SEA1,SEA,1ST,1900-01-01 11:24:00,Oliver Bjorkstrand,Jaden Schwartz,Jamie Oleksiak,20231026SEA@CAR,2023-10-26,684
2023102612:03NYR2,NYR,2ND,1900-01-01 12:03:00,Braden Schneider,Jimmy Vesey,Adam Fox,20231026NYR@EDM,2023-10-26,1923
2023102612:25OTT4,OTT,2ND,1900-01-01 12:25:00,Jakob Chychrun,Rourke Chartier,Parker Kelly,20231026OTT@NYI,2023-10-26,1945
2023102613:05NYI2,NYI,1ST,1900-01-01 13:05:00,Cal Clutterbuck,Casey Cizikas,None,20231026OTT@NYI,2023-10-26,785
2023102613:24STL2,STL,1ST,1900-01-01 13:24:00,Nick Leddy,Kevin Hayes,Alexei Toropchenko,20231026STL@CGY,2023-10-26,804
2023102613:34CLB4,CLB,2ND,1900-01-01 13:34:00,Emil Bemstrom,Jack Roslovic,Dmitri Voronkov,20231026CLB@MON,2023-10-26,2014
2023102613:57PHI1,PHI,1ST,1900-01-01 13:57:00,Travis Konecny,Nick Seeler,None,20231026MIN@PHI,2023-10-26,837
2023102614:46PHI8,PHI,3RD,1900-01-01 14:46:00,Travis Sanheim,Tyson Foerster,Travis Konecny,20231026MIN@PHI,2023-10-26,3286
2023102614:52SEA2,SEA,1ST,1900-01-01 14:52:00,Devin Shore,Oliver Bjorkstrand,None,20231026SEA@CAR,2023-10-26,892
2023102615:00ANA1,ANA,1ST,1900-01-01 15:00:00,Radko Gudas,Urho Vaakanainen,Ryan Strome,20231026ANA@BOS,2023-10-26,900
2023102615:36CAR4,CAR,3RD,1900-01-01 15:36:00,Jesperi Kotkaniemi,Martin Necas,Brady Skjei,20231026SEA@CAR,2023-10-26,3336
2023102616:28WPG1,WPG,1ST,1900-01-01 16:28:00,Nikolaj Ehlers,Cole Perfetti,Dylan Samberg,20231026WPG@DET,2023-10-26,988
2023102616:40BOS4,BOS,2ND,1900-01-01 16:40:00,David Pastrnak,Pavel Zacha,Charlie McAvoy,20231026ANA@BOS,2023-10-26,2200
2023102616:51PIT2,PIT,1ST,1900-01-01 16:51:00,Reilly Smith,Evgeni Malkin,Bryan Rust,20231026COL@PIT,2023-10-26,1011
2023102617:21CLB2,CLB,1ST,1900-01-01 17:21:00,Emil Bemstrom,Ivan Provorov,Jack Roslovic,20231026CLB@MON,2023-10-26,1041
2023102617:30WPG2,WPG,1ST,1900-01-01 17:30:00,Kyle Connor,Josh Morrissey,None,20231026WPG@DET,2023-10-26,1050
2023102617:53STL3,STL,3RD,1900-01-01 17:53:00,Oskar Sundqvist,Robert Thomas,None,20231026STL@CGY,2023-10-26,3473
2023102618:05ANA5,ANA,3RD,1900-01-01 18:05:00,Leo Carlsson,Troy Terry,Sam Carrick,20231026ANA@BOS,2023-10-26,3485
2023102618:07TOR3,TOR,2ND,1900-01-01 18:07:00,Mitchell Marner,Auston Matthews,Calle Jarnkrok,20231026TOR@DAL,2023-10-26,2287
2023102618:09NYR3,NYR,2ND,1900-01-01 18:09:00,Alexis Lafreniere,Artemi Panarin,Braden Schneider,20231026NYR@EDM,2023-10-26,2289
2023102618:22CAR3,CAR,1ST,1900-01-01 18:22:00,Martin Necas,Michael Bunting,Jesperi Kotkaniemi,20231026SEA@CAR,2023-10-26,1102
2023102618:58WPG5,WPG,3RD,1900-01-01 18:58:00,Nino Niederreiter,Mason Appleton,None,20231026WPG@DET,2023-10-26,3538
2023102619:18TB3,TB,1ST,1900-01-01 19:18:00,Steven Stamkos,Nikita Kucherov,Mikhail Sergachev,202310266SJ@TB,2023-10-26,1158
2023102619:43MON5,MON,2ND,1900-01-01 19:43:00,Mike Matheson,Nick Suzuki,Cole Caufield,20231026CLB@MON,2023-10-26,2383
2023102619:45ANA6,ANA,3RD,1900-01-01 19:45:00,Troy Terry,Pavel Mintyukov,Ryan Strome,20231026ANA@BOS,2023-10-26,3585
2023102619:49TOR5,TOR,3RD,1900-01-01 19:49:00,John Tavares,None,None,20231026TOR@DAL,2023-10-26,3589
2023102627.0MON3,MON,2ND,1900-01-01 00:27:00,Nick Suzuki,None,None,20231026CLB@MON,2023-10-26,1227
2023102701:11CHI5,CHI,3RD,1900-01-01 01:11:00,Taylor Raddysh,None,None,20231027CHI@LV,2023-10-27,2471
2023102701:16MIN4,MIN,3RD,1900-01-01 01:16:00,Ryan Hartman,None,None,20231027MIN@WAS,2023-10-27,2476
2023102701:35LV1,LV,1ST,1900-01-01 01:35:00,Pavel Dorofeyev,Michael Amadio,William Karlsson,20231027CHI@LV,2023-10-27,95
2023102701:50LA7,LA,3RD,1900-01-01 01:50:00,Quinton Byfield,Arthur Kaliyev,Jordan Spence,20231027LA@ARI,2023-10-27,2510
2023102702:09NJ7,NJ,3RD,1900-01-01 02:09:00,Jack Hughes,Luke Hughes,Timo Meier,20231027BUF@NJ,2023-10-27,2529
2023102702:17MIN1,MIN,1ST,1900-01-01 02:17:00,Marco Rossi,Marcus Foligno,Marcus Johansson,20231027MIN@WAS,2023-10-27,137
2023102702:50CHI7,CHI,OVE,1900-01-01 02:50:00,Philipp Kurashev,None,None,20231027CHI@LV,2023-10-27,3770
2023102703:52LV2,LV,1ST,1900-01-01 03:52:00,William Karlsson,Shea Theodore,Brayden McNabb,20231027CHI@LV,2023-10-27,232
2023102705:00WAS5,WAS,SHO,1900-01-01 05:00:00,John Carlson,None,None,20231027MIN@WAS,2023-10-27,4200
2023102705:48VAN2,VAN,2ND,1900-01-01 05:48:00,Quinn Hughes,Brock Boeser,J.T. Miller,20231027STL@VAN,2023-10-27,1548
2023102705:56LA2,LA,1ST,1900-01-01 05:56:00,Mikey Anderson,Quinton Byfield,Adrian Kempe,20231027LA@ARI,2023-10-27,356
2023102706:06CAR3,CAR,3RD,1900-01-01 06:06:00,Teuvo Teravainen,Seth Jarvis,Sebastian Aho,20231027SJ@CAR,2023-10-27,2766
2023102706:10CAR1,CAR,1ST,1900-01-01 06:10:00,Teuvo Teravainen,Seth Jarvis,Sebastian Aho,20231027SJ@CAR,2023-10-27,370
2023102706:11BUF1,BUF,1ST,1900-01-01 06:11:00,John-Jason Peterka,Henri Jokiharju,Owen Power,20231027BUF@NJ,2023-10-27,371
2023102706:35VAN5,VAN,3RD,1900-01-01 06:35:00,Ilya Mikheyev,Elias Pettersson,Andrei Kuzmenko,20231027STL@VAN,2023-10-27,2795
2023102706:54LA8,LA,3RD,1900-01-01 06:54:00,Anze Kopitar,None,None,20231027LA@ARI,2023-10-27,2814
2023102706:58VAN3,VAN,2ND,1900-01-01 06:58:00,Phillip Di Giuseppe,Tyler Myers,J.T. Miller,20231027STL@VAN,2023-10-27,1618
2023102707:41NJ2,NJ,1ST,1900-01-01 07:41:00,Alexander Holtz,Luke Hughes,Michael McLeod,20231027BUF@NJ,2023-10-27,461
2023102707:46ARI3,ARI,1ST,1900-01-01 07:46:00,Janis Moser,Nick Schmaltz,Clayton Keller,20231027LA@ARI,2023-10-27,466
2023102707:59VAN1,VAN,1ST,1900-01-01 07:59:00,Quinn Hughes,Filip Hronek,None,20231027STL@VAN,2023-10-27,479
2023102708:21ARI4,ARI,1ST,1900-01-01 08:21:00,Jack McBain,None,None,20231027LA@ARI,2023-10-27,501
2023102708:52VAN4,VAN,2ND,1900-01-01 08:52:00,J.T. Miller,Elias Pettersson,None,20231027STL@VAN,2023-10-27,1732
2023102708:55ARI5,ARI,1ST,1900-01-01 08:55:00,Sean Durzi,Zach Sanford,Karel Vejmelka,20231027LA@ARI,2023-10-27,535
2023102709:49WAS2,WAS,1ST,1900-01-01 09:49:00,Tom Wilson,Connor McMichael,Trevor van Riemsdyk,20231027MIN@WAS,2023-10-27,589
2023102711:28LV6,LV,3RD,1900-01-01 11:28:00,Shea Theodore,Jack Eichel,None,20231027CHI@LV,2023-10-27,3088
2023102712:35BUF8,BUF,3RD,1900-01-01 12:35:00,Dylan Cozens,Kyle Okposo,None,20231027BUF@NJ,2023-10-27,3155
2023102713:20CHI3,CHI,1ST,1900-01-01 13:20:00,Ryan Donato,Corey Perry,Wyatt Kaiser,20231027CHI@LV,2023-10-27,800
2023102713:47NJ5,NJ,2ND,1900-01-01 13:47:00,Erik Haula,None,None,20231027BUF@NJ,2023-10-27,2027
2023102714:17NJ9,NJ,3RD,1900-01-01 14:17:00,Erik Haula,Kevin Bahl,John Marino,20231027BUF@NJ,2023-10-27,3257
2023102714:39CHI4,CHI,1ST,1900-01-01 14:39:00,Connor Bedard,Nick Foligno,Alex Vlasic,20231027CHI@LV,2023-10-27,879
2023102715:10CAR2,CAR,1ST,1900-01-01 15:10:00,Teuvo Teravainen,Dmitry Orlov,Jalen Chatfield,20231027SJ@CAR,2023-10-27,910
2023102715:42BUF3,BUF,1ST,1900-01-01 15:42:00,Tage Thompson,Alex Tuch,Jordan Greenway,20231027BUF@NJ,2023-10-27,942
2023102716:11LA6,LA,2ND,1900-01-01 16:11:00,Drew Doughty,Adrian Kempe,Kevin Fiala,20231027LA@ARI,2023-10-27,2171
2023102716:11NJ4,NJ,1ST,1900-01-01 16:11:00,Jesper Bratt,None,None,20231027BUF@NJ,2023-10-27,971
2023102717:14WAS3,WAS,1ST,1900-01-01 17:14:00,Dylan Strome,Alex Ovechkin,Evgeny Kuznetsov,20231027MIN@WAS,2023-10-27,1034
2023102717:32BUF6,BUF,2ND,1900-01-01 17:32:00,Rasmus Dahlin,Mattias Samuelsson,Jeff Skinner,20231027BUF@NJ,2023-10-27,2252
2023102718:01LA9,LA,3RD,1900-01-01 18:01:00,Drew Doughty,Trevor Moore,Mikey Anderson,20231027LA@ARI,2023-10-27,3481
2023102737.0ARI1,ARI,1ST,1900-01-01 00:37:00,Matias Maccelli,Nick Bjugstad,Janis Moser,20231027LA@ARI,2023-10-27,37
2023102801:54MON6,MON,3RD,1900-01-01 01:54:00,Joel Armia,Kaiden Guhle,None,20231028WPG@MON,2023-10-28,2514
2023102802:13NSH5,NSH,OVE,1900-01-01 02:13:00,Roman Josi,Luke Evangelista,Tommy Novak,20231028TOR@NSH,2023-10-28,3733
2023102802:42ANA7,ANA,3RD,1900-01-01 02:42:00,Trevor Zegras,Ryan Strome,None,20231028ANA@PHI,2023-10-28,2562
2023102803:14ANA8,ANA,3RD,1900-01-01 03:14:00,Brett Leason,Sam Carrick,Ross Johnston,20231028ANA@PHI,2023-10-28,2594
2023102803:48NYR7,NYR,OVE,1900-01-01 03:48:00,K'Andre Miller,Chris Kreider,None,20231028NYR@VAN,2023-10-28,3828
2023102804:24OTT1,OTT,1ST,1900-01-01 04:24:00,Ridly Greig,Claude Giroux,Jakob Chychrun,20231028OTT@PIT,2023-10-28,264
2023102804:28WPG1,WPG,1ST,1900-01-01 04:28:00,Adam Lowry,None,None,20231028WPG@MON,2023-10-28,268
2023102804:54LA2,LA,2ND,1900-01-01 04:54:00,Trevor Lewis,Mikey Anderson,Blake Lizotte,202310288LV@LA,2023-10-28,1494
2023102805:00LV7,LV,SHO,1900-01-01 05:00:00,Jack Eichel,None,None,202310288LV@LA,2023-10-28,4200
2023102805:00MON7,MON,SHO,1900-01-01 05:00:00,Nick Suzuki,None,None,20231028WPG@MON,2023-10-28,4200
2023102805:05MON2,MON,1ST,1900-01-01 05:05:00,Justin Barron,Rafael Harvey-Pinard,Kaiden Guhle,20231028WPG@MON,2023-10-28,305
2023102805:28OTT3,OTT,2ND,1900-01-01 05:28:00,Dominik Kubalik,Ridly Greig,Mathieu Joseph,20231028OTT@PIT,2023-10-28,1528
2023102806:26LV5,LV,3RD,1900-01-01 06:26:00,Mark Stone,Jonathan Marchessault,Shea Theodore,202310288LV@LA,2023-10-28,2786
2023102806:40DET3,DET,3RD,1900-01-01 06:40:00,Joseph Veleno,Daniel Sprong,None,20231028DET@BOS,2023-10-28,2800
2023102806:58ANA3,ANA,2ND,1900-01-01 06:58:00,Frank Vatrano,None,None,20231028ANA@PHI,2023-10-28,1618
2023102807:34SEA2,SEA,2ND,1900-01-01 07:34:00,Eeli Tolvanen,Jaden Schwartz,Will Borgen,20231028SEA@FLA,2023-10-28,1654
2023102807:36LV3,LV,2ND,1900-01-01 07:36:00,Michael Amadio,William Karlsson,None,202310288LV@LA,2023-10-28,1656
2023102807:58SEA1,SEA,1ST,1900-01-01 07:58:00,Jared McCann,Yanni Gourde,Will Borgen,20231028SEA@FLA,2023-10-28,478
2023102808:23MON5,MON,2ND,1900-01-01 08:23:00,Sean Monahan,Nick Suzuki,Mike Matheson,20231028WPG@MON,2023-10-28,1703
2023102808:53FLA3,FLA,2ND,1900-01-01 08:53:00,Gustav Forsling,Anton Lundell,Carter Verhaeghe,20231028SEA@FLA,2023-10-28,1733
2023102809:04FLA4,FLA,2ND,1900-01-01 09:04:00,Matthew Tkachuk,Dmitry Kulikov,Niko Mikkola,20231028SEA@FLA,2023-10-28,1744
